type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Direccion,properties/Zona,properties/Tipo,properties/ActividadEconomica,properties/MacroDistrito,properties/DistritoVarchar,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,farmacias_smde.268,Point,-68.11847658,-16.5056917,geom,All Pharmacy,C. Claudio Sanjinés # 1641,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:44:17.720Z,,
Feature,farmacias_smde.269,Point,-68.15714704,-16.49075979,geom,Farmacia José María,C. Vicente Peñaloza # 410,VILLA VICTORIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,0,,gustavo.nao,2016-06-13T22:45:14.363Z,,
Feature,farmacias_smde.270,Point,-68.15409147,-16.4957064,geom,Farmacia la Concepción,Av. Héroes Del Pacífico # 1529,EL TEJAR,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,0,,gustavo.nao,2016-06-13T22:45:34.607Z,,
Feature,farmacias_smde.271,,,,geom,Farmacia Unicruz III,C. Chorolque # 748,14 DE SEPTIEMBRE,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.272,,,,geom,Farmacia Unicruz I,Av. Buenos Aires # 884,LOS ANDES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.273,,,,geom,Farmacia Divino Niño,C. O # 7,PAMPAHASI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 16,,,,,,
Feature,farmacias_smde.274,Point,-68.14230939,-16.51233913,geom,Farmacia Alan - Matías,Av. Jaimes Freyre # 1848-B,TEMBLADERANI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 4,0,,gustavo.nao,2016-06-13T22:46:20.770Z,,
Feature,farmacias_smde.275,Point,-68.14302466,-16.49543591,geom,Corporación Boliviana de Farmacias S.A.,C. Adolfo Ortega # 615,14 DE SEPTIEMBRE (CENTRO),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:48:06.453Z,,
Feature,farmacias_smde.276,,,,geom,Farmacia 10 de Octubre,C. Illampu # 619,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.277,Point,-68.11199807,-16.46691999,geom,Farmacia Zamar,Av. Ramiro Castillo # 200,CHUQUIAGUILLO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T22:48:28.993Z,,
Feature,farmacias_smde.278,Point,-68.08026229,-16.54076195,geom,Farmacia Chávez,Av. Montenegro # 1247,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:48:45.890Z,,
Feature,farmacias_smde.279,Point,-68.12098275,-16.48439195,geom,Farmacia Máxima,Pza. Villarroel # 53,MIRAFLORES ALTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:49:12.267Z,,
Feature,farmacias_smde.280,Point,-68.1170215,-16.49383843,geom,Farmacia Junior,Av. Tito Yupanqui # 1307,VILLA COPACABANA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 14,0,,gustavo.nao,2016-06-13T22:49:49.930Z,,
Feature,farmacias_smde.281,Point,-68.0849574,-16.52810251,geom,Comercialización de productos Farmacéuticos,Av. Vera # 127 Esq. C. 3,BAJO IRPAVI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,0,,gustavo.nao,2016-06-13T22:50:38.363Z,,
Feature,farmacias_smde.282,Point,-68.12095769,-16.51258428,geom,Farmacia Señor Jesús,Av. Arce # 150 Edf. El Escorial,SAN JORGE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:51:59.297Z,,
Feature,farmacias_smde.283,Point,-68.12212476,-16.49174551,geom,Farmacia Caly,Av. Estados Unidos # 1131,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:52:21.560Z,,
Feature,farmacias_smde.284,Point,-68.1373823,-16.49399586,geom,Farmacia Marilyn,C. Evaristo Valle # 118,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:52:43.463Z,,
Feature,farmacias_smde.285,,,,geom,Farmacia Unicruz,C. Max Paredes # 523,14 DE SEPTIEMBRE,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.286,Point,-68.08354802,-16.53882818,geom,Venta de productos Farmacéuticos,Av. Ballivián # 941 Esq. C. 16,CALACOTO,Comercio y Servicios,"VENT.P/MENOR N.C.P. PRODUC.FARMAC,MEDIC,COSMET,TOC",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:53:17.323Z,,
Feature,farmacias_smde.287,Point,-68.13299087,-16.50481044,geom,Marie - Stopes - Bolivia Farmacia,C. Conchitas # 414,SAN PEDRO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:53:33.457Z,,
Feature,farmacias_smde.288,Point,-68.11296196,-16.50797573,geom,Farmacia el Salvador,Av. Juan XXIII # 300,VILLA ARMONIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 17,0,,gustavo.nao,2016-06-13T22:53:54.750Z,,
Feature,farmacias_smde.289,Point,-68.13973014,-16.49353678,geom,Farmacia Capitol,C. Murillo # 413,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:54:07.480Z,,
Feature,farmacias_smde.290,Point,-68.14055421,-16.50283231,geom,Farmacia 25 De Mayo,C. Luis Lara # 670,SAN PEDRO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:55:29.987Z,,
Feature,farmacias_smde.291,,,,geom,Farmacia Rene Gabriel,Av. Perú # 135,CHALLAPAMPA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,,,,,,
Feature,farmacias_smde.292,,,,geom,Farmacia Pharma J4-Med 1,Av. Ballivián # 1063,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.293,Point,-68.15085668,-16.4685415,geom,Farmacia Betania,Av. Ramos Gavilán # 1955,ACHACHICALA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,0,,gustavo.nao,2016-06-13T22:55:49.930Z,,
Feature,farmacias_smde.294,Point,-68.13664006,-16.50994232,geom,Farmacia la Sagrada Familia,C. Landaeta # 762,BELLO HORIZONTE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:56:06.137Z,,
Feature,farmacias_smde.295,Point,-68.11733348,-16.50141582,geom,Farmacia Rey David,C. Lucas Jaimes # 1915 - A,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:56:32.837Z,,
Feature,farmacias_smde.296,Point,-68.13319981,-16.49842724,geom,Venta de productos Farmacéuticos,C. Mercado # 1328,CENTRAL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:56:52.730Z,,
Feature,farmacias_smde.297,,,,geom,Farmacia Señor de Huanca,Av. 20 de Octubre # 2005,SOPOCACHI BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.298,Point,-68.13745069,-16.50007487,geom,Farmacia Elyson,C. General Gonzales # 1106,SAN PEDRO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:57:13.570Z,,
Feature,farmacias_smde.299,,,,geom,Farmacia Santa Cecilia,Av. Simón Bolívar # 1999,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.300,Point,-68.15829914,-16.48548156,geom,Farmacia Multifuncional,Av. Naciones Unidas # 290,LA LENGUETA ALTO TEJAR,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,0,,gustavo.nao,2016-06-13T22:57:31.103Z,,
Feature,farmacias_smde.301,Point,-68.12071316,-16.50537778,geom,Farmacia San Gerardo,Av. Saavedra # 2166,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:57:45.493Z,,
Feature,farmacias_smde.302,,,,geom,Distribución de productos Farmacéuticos,C. Capitán Ravelo # 2327,SOPOCACHI (CENTRO),Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.303,Point,-68.13614899,-16.49134268,geom,Farmacia la Plata,Av. Armentia # 656,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:57:59.147Z,,
Feature,farmacias_smde.304,Point,-68.07786663,-16.54615617,geom,Comercio de productos Farmacéuticos,C. Pablo Guillen # 29,SAN MIGUEL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:58:46.260Z,,
Feature,farmacias_smde.305,,,,geom,Farmacia Porvenir,C. Federico Suazo # 1508,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.306,,,,geom,Importadora Interorbita S.R.L. Importación de productos para el Cabello-Cosméticos,Av. 20 de Octubre # 2473,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.307,,,,geom,Farmacia Lapachos,C. Brasil # 1584,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.308,Point,-68.07886422,-16.53761601,geom,Importación de Medicamentos,C. 20 # 7780 Esq. Inofuentes,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:59:27.037Z,,
Feature,farmacias_smde.309,,,,geom,Farmacias Farmacorp,Av. García Lanza,ACHUMANI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.310,,,,geom,Farmacia Mariaca,Av. Eduardo Abaroa # 1369,CHAMOCO CHICO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.311,Point,-68.15081794,-16.46826259,geom,Farmacia Kaliz,Av. Ramos Gavilán # 1981,ACHACHICALA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 11,0,,gustavo.nao,2016-06-13T22:59:52.123Z,,
Feature,farmacias_smde.312,,,,geom,Farmacorp S.A.,C. Pedro Salazar # 497,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.313,,,,geom,Farmacorp,C. Pedro Salazar # 497,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.314,,,,geom,Farmacia Noemí,Av. Baptista # 1047,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.315,Point,-68.12175399,-16.48222685,geom,Farmacia Virgen De La Merced,Av. Tejada Sorzano # 393,VILLA FATIMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T23:00:07.677Z,,
Feature,farmacias_smde.316,,,,geom,Farmacia Tu Salud,Av. Ciudad del Niño # 52,PAMPAHASI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 16,,,,,,
Feature,farmacias_smde.317,Point,-68.12051931,-16.50446998,geom,Farmacia Eliezer,Pza. San Martín # 2145,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T23:00:30.510Z,,
Feature,farmacias_smde.318,Point,-68.13402149,-16.49482218,geom,Farmacia y Droguería Bristol S.R.L.,C. Ingavi # 1047,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T23:00:48.563Z,,
Feature,farmacias_smde.319,Point,-68.14113573,-16.49399502,geom,Farmacias Gloria,Av. Tumusla # 416,ROSARIO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T23:01:05.717Z,,
Feature,farmacias_smde.320,Point,-68.14236051,-16.4935784,geom,Farmacia Galicia II,Av. Manco Kapac # 550,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T23:01:41.700Z,,
Feature,farmacias_smde.321,,,,geom,Farmacia Paulo VI,Av. Buenos Aires # 1450,ALTO SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.322,,,,geom,Venta de productos Farmacéuticos,Av. Del Policía # 611,SEGUENCOMA ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 21,,,,,,
Feature,farmacias_smde.323,Point,-68.12113694,-16.50219521,geom,Latín Med,Av. Busch # 1944,MIRAFLORES,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T23:01:56.833Z,,
Feature,farmacias_smde.324,Point,-68.13861859,-16.49175712,geom,Mi Sol Amiga,Av. Montes # 214,SAN SEBASTIAN,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T23:02:13.263Z,,
Feature,farmacias_smde.325,,,,geom,Farmacia O'Neil,C. Tejada Sorzano # 1174,MIRAFLORES ALTO (PERIFERICA),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 12,,,,,,
Feature,farmacias_smde.326,,,,geom,Mifarma S.A.,C. 32 y Av. Strongest # 200,ACHUMANI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.327,,,,geom,Farmacia Aries,Pza. Eguino # 389,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.328,Point,-68.12829096,-16.47874546,geom,Farmacia Dommy,Av. Juan José Torrez # 5,CUPILUPACA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 12,0,,gustavo.nao,2016-06-13T23:02:35.163Z,,
Feature,farmacias_smde.329,,,,geom,Farmacia Gloria,Av. Arce # 2670,SOPOCACHI (CENTRO),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.330,,,,geom,Farmacia Gloria,Av. Arce,SOPOCACHI (CENTRO),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.331,,,,geom,Venta Insumos Medicos,C. Díaz Romero # 1765,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.332,Point,-68.13892225,-16.49316308,geom,Farmacia Bolivia,C. Chuquisaca # 697,CENTRAL SAN SEBASTIAN,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T23:05:47.623Z,,
Feature,farmacias_smde.333,,,,geom,Venta Minorista de Insumos Medicos Tausen,C. Federico Zuazo # 1885,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.334,,,,geom,Venta de productos Farmacéuticos y Medicinales,C. Enrique Peñaranda # 11,SAN MIGUEL,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.335,,,,geom,Farmacia Inmaculada Concepción,Av. S. Bustamante Esq. C. 15 Torre Ketal,CALACOTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.336,,,,geom,Farmacia Farmandrug,Av. Mariscal Santa Cruz,CENTRAL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.337,Point,-68.12090398,-16.50514315,geom,Farmacia Juárez I,Av. Saavedra # 2142,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T23:04:35.970Z,,
Feature,farmacias_smde.338,Point,-68.12552105,-16.50960059,geom,Gedeon Richter Bolivia S.R.L.,Av. 6 de Agosto # 2455,SOPOCACHI (CENTRO),Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T22:56:55.943Z,,
Feature,farmacias_smde.339,,,,geom,Importadora y Distribuidora San Sebastián,Av. Costanera # 1223,VILLA COPACABANA,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,SAN ANTONIO,DISTRITO 14,,,,,,
Feature,farmacias_smde.340,Point,-68.1335828,-16.50106456,geom,Farmacia Gloria,Av. 16 de Julio # 1456,SAN PEDRO BAJO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T22:56:15.267Z,,
Feature,farmacias_smde.341,,,,geom,Farmacia Italia,C. Sagarnaga # 495,SAN PEDRO BELEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.342,Point,-68.13444456,-16.50519191,geom,Farmacia Haybar,C. Héroes de Acre # 1708,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T22:53:44.953Z,,
Feature,farmacias_smde.343,,,,geom,Farmacia Paris,C. Zoilo Flores # 1232,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.344,Point,-68.12942476,-16.50996257,geom,Clinilab Reactivos,Av. Ecuador # 2241,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,3,,nhuanquiri,2016-06-09T22:51:41.937Z,,
Feature,farmacias_smde.345,Point,-68.15853387,-16.49517493,geom,Farmacia Ojitos Virgen del Carmen,Av. Entre Ríos # 2036,EL TEJAR,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,8,,nhuanquiri,2016-06-09T22:50:49.287Z,,
Feature,farmacias_smde.346,Point,-68.14523651,-16.50079056,geom,Farmacia Caliz de Vida,Av. Buenos Aires # 977,GRAN PODER,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 7,7,,nhuanquiri,2016-06-09T22:49:41.803Z,,
Feature,farmacias_smde.347,,,,geom,Farmacia Illampu,Av. Héroes del Pacifico # 1470,EL TEJAR,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,,,,,,
Feature,farmacias_smde.348,Point,-68.14449816,-16.49965979,geom,Farmacia Nobel,C. León de la Barra # 974,CHIJINI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,7,,nhuanquiri,2016-06-09T22:47:58.240Z,,
Feature,farmacias_smde.349,Point,-68.13293665,-16.5018789,geom,Farmacia Bolivia,Av. 16 de Julio # 1598,SAN PEDRO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T22:47:03.540Z,,
Feature,farmacias_smde.350,Point,-68.1246429,-16.49993917,geom,Farmacia Gloria,Pza. Tejada Sorzano # 120 - Estadium,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T22:46:30.813Z,,
Feature,farmacias_smde.351,Point,-68.11707292,-16.46952396,geom,Mercaptopharma,C. Palos Blancos # 1333,VILLA LA MERCED,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,PERIFERICA,DISTRITO 13,13,,nhuanquiri,2016-06-09T22:45:54.567Z,,
Feature,farmacias_smde.352,,,,geom,Farmacia,Av. Buenos Aires # 1704,TACAGUA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 5,,,,,,
Feature,farmacias_smde.353,Point,-68.11731286,-16.48883472,geom,Farmacia Santa Rosa Kedi,Av. Burgaleta # 995,VILLA COPACABANA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 14,14,,nhuanquiri,2016-06-09T22:44:53.003Z,,
Feature,farmacias_smde.354,Point,-68.14908438,-16.49670029,geom,Farmacia José Nicolas 1,C. Lino Monasterios # 855,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,7,,nhuanquiri,2016-06-09T22:44:06.477Z,,
Feature,farmacias_smde.355,Point,-68.12094242,-16.49440012,geom,Icys Medical,Av. Busch Esq. S. Salvador # 1285,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T22:43:05.167Z,,
Feature,farmacias_smde.356,,,,geom,Almacén Central,C. 27 R. Reyes Romero # 78,COTA COTA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.357,,,,geom,Farmacia Niño Jesús,C. José María Asin # 698,CALLAMPAYA MAX PAREDES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,,,,,,
